Kanji,Hiragana,Meaning,Level,Example,CorrectCount,WrongCount,IsDifficult
省エネ,しょうエネ,Sự giảm thiểu năng lượng,N2,省（しょう）エネが地球（ちきゅう）の温暖（おんだん）化（か）を防（ふせ）ぐ。,0,0,False
汚染＜する＞,おせん＜する＞,Sự ô nhiễm,N2,A国（こく）では工場（こうじょう）が増（ふ）え、自然（しぜん）環境（かんきょう）を汚染（おせん）している。,0,0,False
面積,めんせき,Diện tích,N2,世界（せかい）で森林（しんりん）の面積（めんせき）が減少（げんしょう）している。,0,0,False
守る,まもる,"Bảo vệ, gìn giữ, tuân thủ",N2,①みんなで大切（たいせつ）な自然（しぜん）を守（まも）っていく。,0,0,False
格好,かっこう,"Hình thức, bộ dạng, vẻ bề ngoài",N2,そんな格好（かっこう）で外出（がいしゅつ）するのは、やめなさい。,0,0,False
持ち物,もちもの,Vật dụng,N2,この女優（じょゆう）の持ち物（もちもの）は全（すべ）て有名（ゆうめい）ブランド品（ひん）だ。,0,0,False
身につける,みにつける,"Mặc, đeo, học hỏi, tiếp thu",N2,①先生（せんせい）が身（み）につけているものはセンスがいい。,0,0,False
センス,センス,"Gu thẩm mỹ, cảm nhận",N2,彼女（かのじょ）はセンスがよく、とても個性（こせい）的（てき）だ。,0,0,False
ダサい,ダサい,"Khó coi, xấu xí, lôi thôi",N2,弟（おとうと）はセンスが悪（わる）く、服装（ふくそう）が（）ダサい。,0,0,False
いまひとつ,いまひとつ,"Một chút, thiếu chút",N2,この帽子（ぼうし）は私（わたし）にはいまひとつ似合（にあ）わない。,0,0,False
スタイル,スタイル,"Thân hình, phong cách",N2,①彼女（かのじょ）はモデルみたいにスタイルがいい。,0,0,False
足元（足下）,あしもと（あしもと）,Bước chân (dưới chân),N2,彼（かれ）は足元（あしもと）のおしゃれにも、こだわっている。,0,0,False
ウエスト,ウエスト,Vòng eo,N2,このスカートはウエストがきつい。,0,0,False
見た目,みため,Vẻ bề ngoài,N2,妹（いもうと）は見た目（みため）は派手（はで）だが、性格（せいかく）は地味（じみ）だ。,0,0,False
人目,ひとめ,"Sự quan tâm, chú ý của người xung quanh",N2,彼女（かのじょ）の服装（ふくそう）は街（まち）の中（なか）でも人目（ひとめ）を引（ひ）く。,0,0,False
色彩,しきさい,"Sắc thái, màu sắc",N2,この服（ふく）は色彩（しきさい）は豊（ゆた）かだが、派手（はで）ではない。,0,0,False
華やかな,はなやかな,"Tươi tắn, lộng lẫy",N2,妹（いもうと）は華（はな）やかな鳥（とり）が似合（にあ）う。,0,0,False
鮮やかな,あざやかな,"Chói lọi, rực rỡ",N2,鮮（あざ）やかなピンクのシャツが欲（ほ）しい。,0,0,False
統一＜する＞,とういつ＜する＞,Sự thống nhất,N2,上着（うわぎ）とバッグの色（いろ）を統一（とういつ）する。,0,0,False
フリーサイズ,フリーサイズ,"Kích cỡ tự do, một kích cỡ",N2,このT（てぃー）シャツはフリーサイズだ。,0,0,False
ぶかぶか＜な/する＞,ぶかぶか＜な/する＞,"Thùng thình, to rộng",N2,この服（ふく）はデザインは好（この）みだが、ぶかぶかだ。,0,0,False
生地,きじ,"Vải, tính chất tự nhiên",N2,社長（しゃちょう）のスーツの生地（きじ）は上等（じょうとう）だ。,0,0,False
綿,めん,"Sợi bông, vải cotton",N2,綿（めん）の服（ふく）は着心地（きごこち）が、とてもいい。,0,0,False
オーダーメイド,オーダーメイド,Hàng đặt,N2,オーダーメイドでスーツを作（つく）った。,0,0,False
サングラス,サングラス,"Kính mát, kính râm",N2,夏（なつ）はサングラスが欠（か）かせない。,0,0,False
（ボタンが）取れる,（ボタンが）とれる,(Nút) bị sút ra,N2,このシャツはボタンが取（と）れやすい。,0,0,False
浴衣,ゆかた,yukata (kimono mùa hè của Nhật),N2,新（あたら）しい浴衣（ゆかた）を着（き）て、花火（はなび）大会（たいかい）に行（い）きたい。,0,0,False
具体的な,ぐたいてきな,"Một cách cụ thể, chi tiết",N2,今（いま）の症状（しょうじょう）を具体（ぐたい）的（てき）に教（おし）えてください。,0,0,False
程度,ていど,Mức độ,N2,痛（いた）みの程度（ていど）を人（ひと）に説明（せつめい）するのは難（むずか）しい。,0,0,False
ぼうっと＜する＞,ぼうっと＜する＞,"Thẫn thờ, lờ mờ",N2,①最近（さいきん）、祖父（そふ）はぼうっとしていることが多（おお）い。,0,0,False
ふらふら＜な /する＞,ふらふら＜な /する＞,"Hoa mắt, choáng váng",N2,今朝（けさ）から頭（あたま）がふらふらしている。（副（ふく））,0,0,False
意識,いしき,"Ý thức, sự nhận biết",N2,頭（あたま）を打（う）って、意識（いしき）を失（うしな）った。,0,0,False
しゃがむ,しゃがむ,"Khuỵu xuống, cúi xuống",N2,めまいがして、その場（ば）にしゃがんだ。,0,0,False
視野,しや,"Tầm nhìn, tầm mắt",N2,①最近（さいきん）周（まわ）りが見（み）えにくく、視野（しや）が狭（せま）くなった。,0,0,False
呼吸＜する＞,こきゅう＜する＞,"Hô hấp, hít thở",N2,寝（ね）ている間（ま）に呼吸（こきゅう）が止（と）まることがあるらしい。,0,0,False
詰まる,つまる,"Nghẹt, đầy ắp",N2,①鼻（はな）が詰（つ）まって、苦（くる）しい。,0,0,False
耐える,たえる,Chịu đựng,N2,腹痛（はらいた）がひどく、耐（た）えられない。,0,0,False
便秘＜する＞,べんぴ＜する＞,Bón,N2,便秘（べんぴ）が続（つづ）いているので、薬（くすり）を飲（の）んだ。,0,0,False
～気味,～ぎみ,"Cảm giác, hơi có vẻ",N2,,0,0,False
寒気,さむけ,"Sự ớn lạnh, cơn ớn lạnh",N2,かぜなのか、寒気（さむけ）がする。,0,0,False
ねじる,ねじる,"Trặc, xoay, vặn",N2,転（ころ）んで、足（あし）をねじった。,0,1,True
しっしん,しっしん,"Phát ban, nổi mẩn",N2,腕（うで）のしっしんが、かゆくて寝（ね）られない。,0,0,False
はれる,はれる,Sưng,N2,ねじったところが赤（あか）くはれてきた。,0,0,False
しきりに,しきりに,"Không ngừng, liên tục",N2,彼（かれ）は腕（うで）のしっしんをしきりにかいている。,0,1,True
異常＜な＞,いじょう＜な＞,"Sự bất thường, bất thường",N2,検査（けんさ）で心臓（しんぞう）に異常（いじょう）が見（み）つかった。,0,0,False
伴う,ともなう,"Phát sinh, kèm theo, có",N2,この病気（びょうき）は痛（いた）みを伴（ともな）うようだ。,0,0,False
単なる,たんなる,Đơn thuần,N2,彼（かれ）の症状（しょうじょう）は単（たん）なるかぜではないようだ。,0,0,False
伝染＜する＞,でんせん＜する＞,Sự truyền nhiễm,N2,この病気（びょうき）は伝染（でんせん）する可能（かのう）性（せい）はないそうだ。,0,0,False
反応＜する＞,はんのう＜する＞,Phản ứng,N2,くしゃみや鼻水（はなみず）は、花粉（かふん）のアレルギー反応（はんのう）の症状（しょうじょう）だ。,0,0,False
休養＜する＞,きゅうよう＜する＞,"Sự nghỉ dưỡng, nghỉ ngơi",N2,医者（いしゃ）に、少（すこ）し休養（きゅうよう）をとった方（ほう）がいいと言（い）われた。,0,0,False
疲労＜する＞,ひろう＜する＞,"Sự mệt mỏi, lao lực",N2,疲労（ひろう）がたまる前（まえ）に休（やす）むようにしている。,0,0,False
不調＜な＞,ふちょう＜な＞,(Tình trạng) không khỏe,N2,体（からだ）の不調（ふちょう）を感（かん）じたら、すぐに病院（びょういん）に行（い）く。（名）,0,0,False
体調,たいちょう,"Tình trạng cơ thể, sức khỏe",N2,体調（たいちょう）を崩（くず）したので、会社（かいしゃ）を休（やす）んだ。,0,0,False
やや,やや,Hơi chút chút,N2,少（すこ）し寝（ね）たら、体（からだ）がやや楽（らく）になった。,0,0,False
寝心地,ねごこち,"Nằm thoải mái, dễ chịu",N2,寝心地（ねごこち）のいい枕（まくら）を買（か）ったら、よく寝（ね）られるようになった。,0,0,False
大した,,"To tát, trọng đại, đáng kể",N2,①大（たい）したことはないと思（おも）っても、病院（びょういん）に行（い）く。,0,0,False
念のため,ねんのため,"Để đảm bảo, để chắc chắn",N2,症状（しょうじょう）は軽（かる）いが、念（ねん）のため病院（びょういん）で診（み）てもらう。,0,0,False
通院＜する＞,つういん＜する＞,Đi bệnh viện,N2,月（つき）に1回（かい）、検査（けんさ）のために通院（つういん）している。,0,0,False
レントゲン,レントゲン,X-quang,N2,念（ねん）のため、レントゲンを撮（と）ってもらった。,0,0,False
さらに,さらに,Hơn nữa,N2,①一（いち）度（ど）検査（けんさ）をして、さらに詳（くわ）しく検査（けんさ）する。,0,0,False
おとろえる,おとろえる,"Sa sút, yếu đi, suy nhược",N2,筋肉（きんにく）がおとろえないように運動（うんどう）している。,0,0,False
きたえる,きたえる,"Rèn luyện, mài giũa",N2,かぜをひかないように体（からだ）をきたえる。,0,0,False
適度な,てきどな,"Vừa phải, chừng mực",N2,健康（けんこう）のために適度（てきど）な運動（うんどう）が必要（ひつよう）だ。,0,0,False
予防＜する＞,よぼう＜する＞,"Sự phòng chống, ngừa",N2,クリームで日焼（ひや）けを予防（よぼう）する。,0,0,False
補給＜する＞,ほきゅう＜する＞,"Sự bổ sung, thêm vào",N2,熱中（ねっちゅう）症（しょう）を防（ふせ）ぐために水分（すいぶん）を補給（ほきゅう）した。,0,0,False
不足＜する＞,ふそく＜する＞,Sự thiếu,N2,ビタミンが不足（ふそく）しているようだ。,0,0,False
サプリメント,サプリメント,"Viên bổ trợ, thuốc bổ",N2,毎日（まいにち）、サプリメントをとっている。,0,0,False
取り戻す,とりもどす,Lấy lại,N2,規則正（きそくただ）しい生活（せいかつ）をして、健康（けんこう）を取り戻（とりもど）した。,0,0,False
ワクチン,ワクチン,Vắc-xin,N2,病院（びょういん）で新（あたら）しいワクチンを注射（ちゅうしゃ）してもらった。,0,0,False
加入＜する＞,かにゅう＜する＞,"Tham gia, gia nhập, vào",N2,保険（ほけん）に加入（かにゅう）して、病気（びょうき）の治療（ちりょう）に備（そな）えている。,0,0,False
医師,いし,Bác sỹ,N2,よい医師（いし）がいる病院（びょういん）を探（さが）している。,0,0,False
くれぐれも,くれぐれも,"Lúc nào cũng, luôn luôn",N2,くれぐれもお体（からだ）をお大事（だいじ）になさってください。,0,0,False
求人,きゅうじん,Tìm người,N2,求人（きゅうじん）のサイトをチェックする。,0,0,False
志望＜する＞,しぼう＜する＞,Nguyện vọng,N2,A社（しゃ）の営業（えいぎょう）を志望（しぼう）している。,1,0,False
エントリー＜する＞,エントリー＜する＞,"Sự vào, tiến vào, dự tuyển",N2,いくつかの企業（きぎょう）にエントリーした。,0,0,False
携わる,たずさわる,Làm việc có liên quan,N2,福祉（ふくし）の仕事（しごと）に携（たずさ）わりたい。,0,0,False
生かす,いかす,"Phát huy, tận dụng",N2,専門（せんもん）が生（い）かせる仕事（しごと）をしたい。,0,0,False
貴社,きしゃ,Quý công ty,N2,ぜひ、貴社（きしゃ）で働（はたら）かせていただきたいです。,0,0,False
御中,おんちゅう,Kính gửi,N2,会社（かいしゃ）への手紙（てがみ）には会社（かいしゃ）名（めい）の後（あと）に「御中（おんちゅう）」と書（か）く。,0,0,False
動機,どうき,Động cơ,N2,面接（めんせつ）で志望（しぼう）の動機（どうき）をうまく伝（つた）える。,0,0,False
熱意,ねつい,"Thành ý, nhiệt tình",N2,面接（めんせつ）では入社（にゅうしゃ）したいという熱意（ねつい）を見（み）せた。,0,0,False
学歴,がくれき,Lý lịch học tập,N2,履歴（りれき）書（しょ）に学歴（がくれき）や資格（しかく）を書（か）く。,0,0,False
不問,ふもん,Không hỏi,N2,求人（きゅうじん）広告（こうこく）に経験（けいけん）不問（ふもん）と書（か）いてある。,0,0,False
制限＜する＞,せいげん＜する＞,"Sự hạn chế, giới hạn",N2,求人（きゅうじん）広告（こうこく）に年齢（ねんれい）の制限（せいげん）は書（か）いていない。,0,0,False
特技,とくぎ,"Sở trường, kỹ năng đặc biệt",N2,私（わたし）の趣味（しゅみ）・特技（とくぎ）は、テニスと料理（りょうり）です。,0,0,False
協調＜する＞,きょうちょう＜する＞,"Sự hòa đồng, hợp tác",N2,面接（めんせつ）では、同僚（どうりょう）と協調（きょうちょう）できるかをチェックされる。,0,0,False
肝心な,かんじんな,"Chủ yếu, cốt lõi",N2,日本（にほん）の会社（かいしゃ）では協調（きょうちょう）性（せい）が肝心（かんじん）だ。,0,0,False
精一杯,せいいっぱい,"Hết sức mình, dốc hết sức",N2,志望（しぼう）の会社（かいしゃ）に採用（さいよう）されたら、精一杯（せいいっぱい）りたい。,0,0,False
アビール＜する＞,アビール＜する＞,"Sự giới thiệu, làm nổi bật",N2,面接（めんせつ）で上手（じょうず）に盼をアピールできるか心配（しんぱい）だ。,0,0,False
対応＜する＞,たいおう＜する＞,"Sự ứng xử, trả lời",N2,面接（めんせつ）の質問（しつもん）に、しっかり対応（たいおう）できたと思（おも）う。,0,0,False
合同＜する＞,ごうどう＜する＞,"Sự kết hợp, chung, tập thể",N2,いろいろな企業（きぎょう）の合同（ごうどう）説明（せつめい）会（かい）に参加（さんか）した。,0,0,False
望ましい,のぞましい,"Được mong muốn, kỳ vọng",N2,この会社（かいしゃ）では語学（ごがく）のできる人（ひと）が望（のぞ）ましいそうだ。,0,0,False
好ましい,このましい,"Được ưa chuộng, đáng mến",N2,面接（めんせつ）には黒（くろ）か紺（こん）のスーツが好（この）ましい。,0,0,False
公平＜な＞,こうへい＜な＞,"Sự công bằng, công bằng",N2,この会社（かいしゃ）の採用（さいよう）は公平（こうへい）に決（き）められる。（ナ形）,0,0,False
せめて,せめて,"ít nhất, tối thiểu",N2,せめて、一（いち）社（しゃ）だけでも内定（ないてい）が欲（ほ）しい。,0,0,False
受け取る,うけとる,Nhận được,N2,第（だい）一（いち）志望（しぼう）だった企業（きぎょう）から、通知（つうち）を受け取（うけと）つた。,0,0,False
内定＜する＞,ないてい＜する＞,"Quyết định nội bộ, tạm quyết định (thường dùng trong tuyển dụng)",N2,三（みっ）つの会社（かいしゃ）から内定（ないてい）をもらった。,0,0,False
辞退＜する＞,じたい＜する＞,Sự từ chối,N2,第（だい）一（いち）志望（しぼう）の会社（かいしゃ）以外（いがい）は、すぐに辞退（じたい）した。,1,0,False
契約＜する＞,けいやく＜する＞,Hợp đồng,N2,希望（きぼう）していた会社（かいしゃ）と契約（けいやく）できて、うれしい。,0,0,False
入社＜する＞,にゅうしゃ＜する＞,Sự vào công ty,N2,4月（がつ）の入社（にゅうしゃ）が、とても楽（たの）しみだ。,0,0,False
心得る,こころえる,"Thấu hiểu, nhận thức",N2,社会（しゃかい）人（じん）と学生（がくせい）との違（ちが）いを心得（こころえ）ておく。,0,0,False
社会人,しゃかいじん,"Người đi làm, người đã ra ngoài xã hội",N2,先輩（せんぱい）から社会（しゃかい）人（じん）としての心得（こころえ）を教（おそ）わる。,0,0,False
自覚＜する＞,じかく＜する＞,Tự giác,N2,就職（しゅうしょく）後（ご）は社会（しゃかい）人（じん）としての自覚（じかく）を持（も）とう。,0,0,False
いよいよ,いよいよ,"Dần dần, rồi thì, cuối cùng",N2,いよいよ、春（はる）から社会（しゃかい）人（じん）だ。,0,0,False
人柄,ひとがら,"Nhân cách, tính cách, tính tình",N2,彼（かれ）は人柄（ひとがら）がよく、友達（ともだち）がとても多（おお）い。,0,0,False
性質,せいしつ,"Bản tính, tính chất",N2,①彼（かれ）は穏（おだ）やかな性質（せいしつ）の持ち主（もちぬし）だ。,0,0,False
向く,むく,"Phù hợp, quay về hướng",N2,①私（わたし）は性格（せいかく）的（てき）に教師（きょうし）に向（む）いていると思（おも）う。,0,0,False
温厚な,おんこうな,"Hòa nhã, ôn hòa",N2,兄（あに）は昔（むかし）から温厚（おんこう）な人柄（ひとがら）で、誰（だれ）からも好（す）かれている。,0,0,False
社交的な,しゃこうてきな,Có tính xã giao,N2,妹（いもうと）は人見知（ひとみし）りな私（わたし）と違（ちが）って、とても社交（しゃこう）的（てき）だ。,0,0,False
活発な,かっぱつな,Hoạt bát,N2,あの姉妹（しまい）の姉（あね）はおとなしく、妹（いもうと）とは活発（かっぱつ）だ。,0,0,False
頑固＜な＞,がんこ＜な＞,"Sự bướng bỉnh, ngoan cố",N2,私（わたし）の頑固（がんこ）な性格（せいかく）は父（ちち）の遺伝（いでん）だ。（ナ形）,0,0,False
素朴な,そぼくな,"Chất phát, quê mùa, thô kệch",N2,彼（かれ）は昔（むかし）から派手（はで）なことが嫌（きら）いので、素朴（そぼく）な性格（せいかく）だ。,0,0,False
無邪気＜な＞,むじゃき＜な＞,"Sự ngây thơ, trong sáng",N2,彼女（かのじょ）は子（こ）どものように無邪気（むじゃき）な性格（せいかく）だ。（け形）,0,0,False
謙虚な,けんきょな,"Khiêm nhường, khiêm tốn",N2,私（わたし）の上司（じょうし）は誰（だれ）に対しても謙虚（けんきょ）だ。,0,0,False
無口＜な＞,むくち＜な＞,"Tính ít nói, kín tiếng",N2,私（わたし）はおしゃべりなので、無口（むくち）な人（ひと）が好（す）きだ。（ナ形）,0,0,False
人見知り＜する＞,ひとみしり＜する＞,"Tính nhút nhát, bẽn lẽn",N2,人見知（ひとみし）りする性格（せいかく）なので、友達（ともだち）が少（すく）ない。,0,0,False
おく病＜な＞,おくびょう＜な＞,Tính nhát gan,N2,おく病な性格（せいかく）を変（か）えて、いろいろなことに挑戦（ちょうせん）しかたい。（け形）,0,0,False
大胆な,だいたんな,"Bạo dạn, táo bạo",N2,おく病な性格（せいかく）なので、大胆（だいたん）な人（ひと）がうらやましい。,0,0,False
なれなれしい,なれなれしい,Suồng sã,N2,彼（かれ）は初（はじ）めて会（あ）ったのに、なれなれしい人（ひと）だ。,0,0,False
厚かましい,あつかましい,"Đanh đá, đáo để",N2,彼女（かのじょ）が、あんなに厚（あつ）かましい人（ひと）とは知（し）らなかった。,0,0,False
欲張り＜な＞,よくばり＜な＞,"Tính tham lam, tham lam",N2,妹（いもうと）は欲張（よくば）りで、何（なん）でも欲（ほ）しがる。（ナ形）,0,0,False
ねばり強い,ねばりづよい,"Kiên nhẫn, kiên trì",N2,あきらめず、ねばり強く頑張（がんば）ろう。,0,0,False
大ざっぱな,おおざっぱな,"Đại khái, sơ sài",N2,彼（かれ）は大（おお）ざっぱな性格（せいかく）だが、お金についてはけちだ。,0,0,False
だらしない,だらしない,"Lôi thôi, bừa bãi, lỏng lẻo, yếu đuối",N2,①あの人（ひと）の服装（ふくそう）は、いつもだらしない。,0,0,False
ルーズな,ルーズな,"Lỏng lẻo, lề mề",N2,彼（かれ）は時間（じかん）にルーズで、いつも人（ひと）を待（ま）たせる。,0,0,False
短気＜な＞,たんき＜な＞,"Tính nóng nảy, nóng nảy",N2,すぐに怒（おこ）る短気（たんき）な人（ひと）とは偫合（あ）えない。（ナ形）,0,0,False
ひきょう＜な＞,ひきょう＜な＞,"Sự bần tiện, hèn hạ",N2,彼（かれ）のやり方はひきょうだ。（け形）,0,0,False
ブライド,ブライド,"Lòng kêu hánh, tự hào",N2,妹（いもうと）は、かなりプライドが高（たか）い。,0,0,False
典型的な,てんけいてきな,Mang tính điển hình,N2,彼（かれ）はまじめで時間（じかん）に厳（きび）しい。典型（てんけい）的（てき）な日本人（にほんじん）だ。,0,0,False
要領,ようりょう,"Sự nắm bắt công việc, thao tác",N2,今年（ことし）の新入（しんにゅう）社員（しゃいん）は要領（ようりょう）がいい。,0,0,False
乗り,のり,"Sự hòa nhập, hòa đồng",N2,彼女（かのじょ）は乗（の）りがいいので、すぐ友達（ともだち）ができる。,0,0,False
物事,ものごと,Sự vật sự việc,N2,彼（かれ）は物事（ものごと）をじっくりと観察（かんさつ）して、判断（はんだん）する。,0,0,False
反面,はんめん,"Mặt trái, mặt khác, phản diện",N2,彼女（かのじょ）は温厚（おんこう）な反面（はんめん）、冷（つめ）たいところもある。,0,0,False
現在,げんざい,Hiện tại,N2,実家（じっか）を出（で）て、現在（げんざい）は一人暮（ひとりぐ）らしです。,0,0,False
過去,かこ,Quá khứ,N2,過去（かこ）は忘（わす）れて、未来（みらい）に向（む）かって進（すす）もう。,0,0,False
年月,ねんげつ,"Tháng năm, thời gian",N2,長（なが）い年月（としつき）をかけて、この木（き）はこんなに成長（せいちょう）した。,0,0,False
月日,つきひ,"Ngày tháng, thời gian",N2,月日（つきひ）が経（た）つのは本当（ほんとう）に早（はや）いものだ。,0,0,False
日時,にちじ,Ngày giờ,N2,忘年会（ぼうねんかい）の日時（にちじ）はメールでお知らせします。,0,0,False
今日,こんにち,"Hôm nay, ngày nay",N2,今日（きょう）の世界（せかい）には多（おお）くの問題（もんだい）がある。,0,0,False
年代,ねんだい,"Những năm, thế hệ",N2,①これは1980年代（ねんだい）に流行（りゅうこう）したファッションだ。,0,0,False
年間,ねんかん,Trong năm,N2,年間（ねんかん）の訪日（ほうにち）観光（かんこう）客（きゃく）が急（きゅう）に増（ふ）えた。,0,0,False
年中,ねんじゅう,"Suốt năm, quanh năm, cả năm",N2,①この店（みせ）は年中（ねんじゅう）無休（むきゅう）だ。,1,0,False
本年,ほんねん,Năm nay,N2,本年（ほんねん）もよろしくお願いします。,0,0,False
日中,にっちゅう,Trong ngày,N2,日（にち）中（ちゅう）は天気（てんき）がよく、暖（あたた）かかった。,0,0,False
夜間,やかん,Buổi tối,N2,この辺（あた）りで夜間（やかん）の一人（ひとり）歩（ある）きは危険（きけん）だ。,0,0,False
ただ今,ただいま,"Bây giờ, câu chào khi về đến",N2,田中（たなか）はただ今席（せき）を外（はず）しております。,0,0,False
先ほど,さきほど,Lúc nãy,N2,先（さき）ほどアメリカ出張（しゅっちょう）から戻（もど）りました。,0,0,False
近々,ちかぢか,Sắp tới,N2,近々（ちかぢか）そちらにお邪魔（じゃま）したいと思（おも）います。,0,0,False
後日,ごじつ,"Sau này, về sau",N2,詳（くわ）しいことは後日（ごじつ）決（き）めましょう。,0,0,False
やがて,やがて,Chẳng mấy chốc,N2,今（いま）は小雨（こさめ）だが、やがて雨（あめ）も風（かぜ）も強（つよ）くなるだろう。,0,0,False
いずれ,いずれ,"Rồi thì, một ngày nào đó",N2,いずれ子（こ）ども達（たち）も自立（じりつ）して、家（いえ）を出（で）ていく。,0,0,False
今後,こんご,"Từ nay về sau, tương lai",N2,今後（こんご）の連絡（れんらく）は、新（あたら）しいアドレスにお願いします。,0,0,False
すでに,すでに,Đã từ lâu,N2,日本（にほん）に来（き）たとき、すでに桜（さくら）の季節（きせつ）は終（お）わっていた。,0,0,False
あらかじめ,あらかじめ,Trước,N2,会議（かいぎ）の予定（よてい）をあらかじめ教（おし）えてください。,0,0,False
従来,じゅうらい,"Lâu nay, từ trước đến nay",N2,従来（じゅうらい）のやり方を、そろそろ変（か）えた方（ほう）がいい。,0,0,False
あくる,あくる,"Tiếp theo, sau đó",N2,大雪（おおゆき）が降（ふ）った。あくる朝（あさ）、外（そと）は真っ白（まっしろ）だった。,0,0,False
一時,いちじ,"Nhất thời, tạm trong thời gian ngắn",N2,事故（じこ）で一時（いちじ）、電車（でんしゃ）が止（と）まった。,0,0,False
一生,いっしょう,"Cả đời, suốt đời",N2,①一生（いっしょう）のお願いです。私（わたし）の話（はなし）を聞（き）いてください。,0,0,False
永遠に,えいえんに,Vĩnh viễn,N2,この愛（あい）は永遠（えいえん）に続（つづ）く。,0,0,False
もれる,もれる,"Rò rỉ, bị lộ",N2,①洗濯（せんたく）機（き）のホースが壊（こわ）れて、水（みず）がれてしまった。,0,0,False
ごちゃごちゃ＜なする＞,ごちゃごちゃ＜なする＞,"Lộn xộn, xáo trộn, lung tung",N2,彼（かれ）の机（つくえ）の引き出（ひきだ）しの中（なか）は、いつもごちゃごちゃだ。（け形）,0,0,False
元,もと,"Vốn cũ, ban đầu",N2,①使（つか）ったものは元（もと）の場所（ばしょ）に戻（もど）してください。,0,0,False
自動的な,じどうてきな,Tự động,N2,この掃除（そうじ）機（き）は自動的（じどうてき）に部屋（へや）をきれいにしてくれる。,0,0,False
さっと,さっと,Nhanh chóng,N2,人（ひと）が来（き）たので、洗濯（せんたく）物（ぶつ）をさっと隠（かく）した。,0,0,False
清掃＜する＞,せいそう＜する＞,"Sự dọn dẹp, làm vệ sinh",N2,年末（ねんまつ）の掃除（そうじ）は清掃（せいそう）会社（かいしゃ）に依頼（いらい）する。,0,0,False
取り除く,とりのぞく,"Bỏ, lọc bỏ, loại trừ",N2,掃除（そうじ）機（き）のごみを取り除（とりのぞ）く。,0,0,False
素材,そざい,Chất liệu,N2,洗濯（せんたく）の前（まえ）に服（ふく）の素材（そざい）をチェックする。,0,0,False
表示くする＞,ひょうじ＜する＞,"Nhãn biểu thị, thể hiện",N2,この服（ふく）には素材（そざい）の表示（ひょうじ）がない。,0,0,False
分類＜する＞,ぶんるい＜する＞,Phân loại,N2,表示（ひょうじ）を見（み）ながら、洗濯（せんたく）物（ぶつ）を分類（ぶんるい）する。,0,0,False
すすぐ,すすぐ,"Súc, xả",N2,①洗濯（せんたく）機（き）で洗濯（せんたく）物（ぶつ）をすすぐ。,0,0,False
ネット,ネット,"Lưới, túi lưới",N2,これはネットに入（い）れて洗（あら）った方（ほう）がいい。,0,0,False
吸収＜する＞,きゅうしゅう＜する＞,"Sự hấp thụ, sự hút",N2,このタオルは水分（すいぶん）をよく吸収（きゅうしゅう）するが、乾（かわ）きやすい。,0,0,False
泥,どろ,Bùn,N2,靴（くつ）についた泥（どろ）が、なかなか落（お）ちない。,0,0,False
知恵,ちえ,Trí tuệ,N2,家事（かじ）には昔（むかし）の人（ひと）の知恵（ちえ）が生（い）きている。,0,0,False
可燃ごみ,かねんごみ,Rác đốt được,N2,ここでは火曜日（かようび）と金曜日（きんようび）が可燃（かねん）ごみの日（ひ）だ。,0,0,False
資源ごみ,しげんごみ,Rác tái sinh,N2,資源（しげん）ごみはリサイクルできるごみのことだ。,0,0,False
粗大ごみ,そだいごみ,Rác cỡ lớn,N2,粗大（そだい）ごみを捨（す）てるときは有料（ゆうりょう）だ。,0,0,False
古新聞,ふるしんぶん,Báo cũ,N2,古（こ）新聞（しんぶん）が、たくさんたまっている。,0,0,False
分別＜する＞,ぶんべつ＜する＞,"Sự phân loại, phân chia",N2,日本（にほん）は、ごみの分別（ふんべつ）がとても大変（たいへん）だ。,0,0,False
ごみ袋,ごみぶくろ,"Bao rác, túi rác",N2,スーパーでごみ袋（ぶくろ）を買（か）う。,0,0,False
生臭い,なまぐさい,Mùi hôi tanh,N2,台所（だいどころ）のごみが生臭（なまぐさ）い。,0,0,False
大小,だいしょう,Lớn nhỏ,N2,テレビは大小（だいしょう）に関係（かんけい）なく、ごみに出（だ）せない。,0,0,False
しゃぶる,しゃぶる,"Mút, ngậm, bú",N2,この子（こ）はまだ指（ゆび）をしゃぶっている。,1,0,False
おむつ,おむつ,Tã,N2,そろそろおむつを取り替（とりか）える時間（じかん）だ。,0,0,False
双子,ふたご,Trẻ sinh đôi,N2,双子（ふたご）が生（う）まれると、育児（いくじ）も2倍（ばい）大変（たいへん）だ。,0,0,False
衣類,いるい,"Quần áo, y phục",N2,暑（あつ）くなってきたので、夏（なつ）の衣類（いるい）を出（だ）そう。,0,0,False
入れ替える,いれかえる,Thay đổi,N2,年（とし）に2回（かい）、夏物（なつもの）と冬物（ふゆもの）を入れ替（いれか）える。,0,0,False
狂う,くるう,"Điên khùng, loạn xạ, trục trặc, xáo trộn",N2,①最近（さいきん）忙（いそが）しすぎて、気（き）が狂（くる）いそうだ。,0,0,False
反映＜する＞,はんえい＜する＞,Sự phản ánh,N2,国民（こくみん）の意見（いけん）を反映（はんえい）した社会（しゃかい）であってほしい。,0,0,False
貢献＜する＞,こうけん＜する＞,Sự cống hiến,N2,ボランティアとして社会（しゃかい）に貢献（こうけん）したい。,0,0,False
寄付＜する＞,きふ＜する＞,Sự quyên góp,N2,恵（めぐ）まれない子（こ）ども達（たち）のために、毎年（まいとし）寄付（きふ）している。,0,0,False
